edad,tipo_trabajo,estado_civil,nivel_educativo,incumplimiento_pago,saldo_promedio_anual,credito_hipotecario,credito_consumo,medio_contacto,dia_contacto,mes_contacto,duracion_contacto,num_contactos_campania,dias_desde_contacto_previo,num_contactos_previos,resultado_campania_previa,suscripcion_deposito
47,obrero,casado,primaria,no,-406.0,no,si,telefono_fijo,8,julio,243.0,5,-1.0,0,desconocido,no
27,servicios,casado,secundaria,no,202.0,si,no,telefono_fijo,8,julio,212.0,2,-1.0,0,desconocido,no
45,,divorciado,desconocido,no,857.0,no,no,telefono_fijo,8,julio,49.0,7,-1.0,0,desconocido,no
28,obrero,casado,primaria,no,420.0,no,si,telefono_fijo,8,julio,65.0,3,-1.0,0,desconocido,no
45,,casado,secundaria,no,0.0,si,no,celular,8,julio,376.0,1,-1.0,0,desconocido,no
36,gerencia,soltero,superior,no,-74.0,si,si,celular,8,julio,476.0,2,-1.0,0,desconocido,no
37,obrero,casado,secundaria,no,128.0,si,no,telefono_fijo,8,julio,379.0,3,-1.0,0,desconocido,no
32,gerencia,soltero,superior,no,191.0,no,no,celular,8,julio,141.0,4,-1.0,0,desconocido,no
44,obrero,casado,primaria,no,1139.0,no,si,celular,8,julio,155.0,2,-1.0,0,desconocido,no
27,,soltero,secundaria,si,-110.0,no,si,celular,8,julio,90.0,2,-1.0,0,desconocido,no
25,obrero,soltero,secundaria,no,224.0,no,si,telefono_fijo,8,julio,17.0,4,-1.0,0,desconocido,no
30,servicios,soltero,secundaria,no,245.0,no,si,celular,8,julio,187.0,2,-1.0,0,desconocido,no
26,empleada_hogar,casado,primaria,no,158.0,no,si,celular,8,julio,416.0,4,-1.0,0,desconocido,no
39,independiente,casado,primaria,no,1551.0,no,no,telefono_fijo,8,julio,389.0,7,-1.0,0,desconocido,no
27,servicios,soltero,secundaria,no,-151.0,no,no,celular,8,julio,283.0,2,-1.0,0,desconocido,no
41,obrero,casado,primaria,no,-516.0,no,si,telefono_fijo,8,julio,554.0,3,-1.0,0,desconocido,no
28,emprendedor,soltero,superior,no,283.0,si,no,celular,8,julio,22.0,3,-1.0,0,desconocido,no
42,servicios,casado,secundaria,no,-1.0,si,no,celular,8,julio,38.0,2,-1.0,0,desconocido,no
41,obrero,casado,secundaria,no,97.0,no,si,celular,8,julio,212.0,2,-1.0,0,desconocido,no
26,obrero,soltero,primaria,no,16.0,no,si,celular,8,julio,249.0,2,-1.0,0,desconocido,no
29,tecnico,soltero,superior,no,313.0,no,si,celular,8,julio,227.0,2,-1.0,0,desconocido,no
44,independiente,casado,secundaria,no,5068.0,no,no,celular,8,julio,256.0,2,-1.0,0,desconocido,no
55,,casado,secundaria,no,859.0,no,no,telefono_fijo,8,julio,153.0,1,-1.0,0,desconocido,no
49,tecnico,casado,secundaria,no,0.0,no,si,celular,8,julio,120.0,3,-1.0,0,desconocido,no
34,obrero,casado,primaria,no,567.0,no,si,celular,8,julio,241.0,3,-1.0,0,desconocido,no
27,,soltero,secundaria,no,13.0,si,no,telefono_fijo,8,julio,103.0,1,-1.0,0,desconocido,no
56,obrero,casado,secundaria,no,339.0,no,no,telefono_fijo,8,julio,114.0,3,-1.0,0,desconocido,no
60,empleada_hogar,casado,secundaria,no,874.0,no,no,celular,8,julio,861.0,3,-1.0,0,desconocido,no
59,jubilado,casado,primaria,no,21.0,no,no,telefono_fijo,8,julio,127.0,3,-1.0,0,desconocido,no
59,,casado,secundaria,no,302.0,no,si,celular,8,julio,250.0,2,-1.0,0,desconocido,no
32,servicios,casado,secundaria,no,61.0,si,no,celular,8,julio,529.0,5,-1.0,0,desconocido,no
28,obrero,casado,primaria,no,-469.0,si,no,celular,8,julio,244.0,3,-1.0,0,desconocido,no
58,gerencia,casado,superior,no,136.0,si,no,celular,8,julio,199.0,1,-1.0,0,desconocido,no
41,obrero,casado,secundaria,no,232.0,no,no,telefono_fijo,8,julio,104.0,3,-1.0,0,desconocido,no
49,tecnico,casado,secundaria,no,177.0,si,si,celular,8,julio,191.0,1,-1.0,0,desconocido,no
47,gerencia,casado,superior,no,1890.0,no,no,celular,8,julio,161.0,1,-1.0,0,desconocido,no
43,tecnico,casado,secundaria,no,48.0,si,no,celular,8,julio,89.0,1,-1.0,0,desconocido,no
46,,casado,secundaria,no,-121.0,si,si,celular,8,julio,214.0,4,-1.0,0,desconocido,no
56,tecnico,casado,secundaria,no,61.0,no,si,celular,8,julio,75.0,1,-1.0,0,desconocido,no
33,gerencia,casado,superior,no,6.0,si,no,celular,8,julio,1111.0,1,-1.0,0,desconocido,no
52,gerencia,casado,secundaria,no,4873.0,no,no,celular,8,julio,99.0,9,-1.0,0,desconocido,no
34,,divorciado,secundaria,no,145.0,no,no,celular,8,julio,183.0,5,-1.0,0,desconocido,no
32,obrero,casado,secundaria,no,4.0,si,si,celular,8,julio,173.0,1,-1.0,0,desconocido,no
32,obrero,soltero,secundaria,no,123.0,si,no,celular,8,julio,329.0,4,-1.0,0,desconocido,no
30,obrero,casado,primaria,no,374.0,si,no,celular,8,julio,225.0,2,-1.0,0,desconocido,no
47,obrero,casado,secundaria,no,125.0,no,no,celular,8,julio,210.0,2,-1.0,0,desconocido,no
49,servicios,casado,secundaria,no,884.0,si,no,telefono_fijo,8,julio,201.0,3,-1.0,0,desconocido,no
57,servicios,casado,superior,no,10.0,no,no,telefono_fijo,8,julio,320.0,3,-1.0,0,desconocido,no
42,,casado,secundaria,no,0.0,si,no,celular,8,julio,1011.0,1,-1.0,0,desconocido,no
52,jubilado,casado,secundaria,no,49.0,no,si,telefono_fijo,8,julio,280.0,5,-1.0,0,desconocido,no
38,independiente,casado,primaria,no,618.0,no,no,celular,9,julio,184.0,1,-1.0,0,desconocido,no
27,gerencia,soltero,superior,no,154.0,no,si,celular,9,julio,75.0,1,-1.0,0,desconocido,no
32,gerencia,soltero,superior,no,611.0,si,si,celular,9,julio,353.0,1,-1.0,0,desconocido,no
41,servicios,divorciado,secundaria,no,0.0,si,no,celular,9,julio,126.0,1,-1.0,0,desconocido,no
36,obrero,casado,secundaria,no,199.0,si,no,celular,9,julio,183.0,1,-1.0,0,desconocido,no
43,gerencia,divorciado,superior,no,0.0,no,no,celular,9,julio,134.0,1,-1.0,0,desconocido,no
58,jubilado,casado,superior,no,941.0,no,si,celular,9,julio,254.0,1,-1.0,0,desconocido,no
34,obrero,casado,secundaria,si,1.0,si,no,celular,9,julio,394.0,1,-1.0,0,desconocido,no
40,,casado,secundaria,no,275.0,si,no,celular,9,julio,139.0,1,-1.0,0,desconocido,no
38,obrero,casado,secundaria,no,121.0,si,si,celular,9,julio,80.0,2,-1.0,0,desconocido,no
34,servicios,casado,primaria,no,31.0,no,si,celular,9,julio,53.0,3,-1.0,0,desconocido,no
44,tecnico,casado,superior,no,-948.0,si,si,celular,9,julio,129.0,2,-1.0,0,desconocido,no
44,gerencia,casado,superior,no,773.0,no,si,celular,9,julio,618.0,1,-1.0,0,desconocido,no
47,servicios,casado,secundaria,no,0.0,si,no,telefono_fijo,9,julio,250.0,1,-1.0,0,desconocido,no
31,servicios,casado,secundaria,no,1.0,si,no,celular,9,julio,82.0,1,-1.0,0,desconocido,no
41,tecnico,casado,secundaria,no,112.0,si,no,celular,9,julio,158.0,1,-1.0,0,desconocido,no
57,tecnico,casado,secundaria,no,950.0,si,no,celular,9,julio,1272.0,1,-1.0,0,desconocido,no
53,tecnico,casado,superior,no,673.0,si,no,celular,9,julio,182.0,1,-1.0,0,desconocido,no
50,tecnico,casado,secundaria,no,20.0,si,no,celular,9,julio,95.0,1,-1.0,0,desconocido,no
46,tecnico,casado,secundaria,no,152.0,no,no,celular,9,julio,72.0,1,-1.0,0,desconocido,no
44,obrero,casado,secundaria,no,233.0,no,si,celular,9,julio,150.0,3,-1.0,0,desconocido,no
42,gerencia,casado,superior,no,0.0,si,no,celular,9,julio,98.0,1,-1.0,0,desconocido,no
43,desconocido,casado,primaria,no,0.0,si,no,celular,9,julio,132.0,1,-1.0,0,desconocido,no
37,,soltero,secundaria,no,1003.0,no,no,celular,9,julio,259.0,3,-1.0,0,desconocido,no
48,,casado,secundaria,no,719.0,si,no,celular,9,julio,205.0,1,-1.0,0,desconocido,no
56,obrero,casado,primaria,no,278.0,no,si,celular,9,julio,261.0,3,-1.0,0,desconocido,no
44,gerencia,soltero,superior,no,6350.0,si,no,celular,9,julio,323.0,1,-1.0,0,desconocido,no
26,desempleado,soltero,secundaria,no,111.0,no,no,celular,9,julio,537.0,1,-1.0,0,desconocido,si
35,,casado,primaria,no,1994.0,no,no,celular,9,julio,64.0,1,-1.0,0,desconocido,no
35,servicios,casado,secundaria,no,0.0,no,si,telefono_fijo,9,julio,42.0,1,-1.0,0,desconocido,no
28,independiente,soltero,superior,no,25.0,no,no,celular,9,julio,618.0,1,-1.0,0,desconocido,no
54,gerencia,casado,secundaria,no,4816.0,no,si,celular,9,julio,406.0,1,-1.0,0,desconocido,no
36,obrero,casado,secundaria,no,56.0,si,no,celular,9,julio,183.0,1,-1.0,0,desconocido,no
28,obrero,soltero,primaria,no,150.0,no,si,celular,9,julio,112.0,2,-1.0,0,desconocido,no
35,,casado,secundaria,no,332.0,no,no,celular,9,julio,199.0,2,-1.0,0,desconocido,no
53,gerencia,casado,superior,no,0.0,si,no,celular,9,julio,296.0,1,-1.0,0,desconocido,no
60,empleada_hogar,casado,primaria,no,2270.0,si,no,celular,9,julio,206.0,1,-1.0,0,desconocido,no
33,gerencia,casado,desconocido,no,117.0,no,si,celular,9,julio,133.0,2,-1.0,0,desconocido,no
35,obrero,casado,secundaria,no,616.0,no,no,celular,9,julio,317.0,1,-1.0,0,desconocido,no
39,emprendedor,casado,superior,no,628.0,si,no,celular,9,julio,97.0,1,-1.0,0,desconocido,no
53,jubilado,soltero,superior,no,888.0,si,no,celular,9,julio,128.0,1,-1.0,0,desconocido,no
46,emprendedor,casado,secundaria,no,118.0,si,no,celular,9,julio,296.0,1,-1.0,0,desconocido,no
41,tecnico,casado,superior,no,532.0,si,no,celular,9,julio,74.0,1,-1.0,0,desconocido,no
46,gerencia,casado,superior,no,-591.0,no,no,celular,9,julio,126.0,1,-1.0,0,desconocido,no
33,,casado,superior,no,0.0,si,si,celular,9,julio,389.0,3,-1.0,0,desconocido,no
50,gerencia,casado,desconocido,no,0.0,no,no,celular,9,julio,99.0,2,-1.0,0,desconocido,no
30,independiente,casado,superior,no,5.0,si,si,celular,9,julio,99.0,2,-1.0,0,desconocido,no
52,tecnico,casado,superior,no,3440.0,si,no,celular,9,julio,194.0,1,-1.0,0,desconocido,no
46,obrero,casado,desconocido,no,990.0,si,no,celular,9,julio,420.0,1,-1.0,0,desconocido,no
45,obrero,divorciado,primaria,no,452.0,si,no,celular,9,julio,96.0,1,-1.0,0,desconocido,no
57,empleada_hogar,casado,primaria,no,2.0,no,no,telefono_fijo,9,julio,138.0,3,-1.0,0,desconocido,no
45,gerencia,divorciado,superior,no,702.0,no,si,celular,9,julio,110.0,1,-1.0,0,desconocido,no
41,gerencia,casado,superior,no,0.0,no,si,celular,9,julio,55.0,1,-1.0,0,desconocido,no
57,obrero,casado,secundaria,no,0.0,no,si,celular,9,julio,45.0,1,-1.0,0,desconocido,no
41,tecnico,casado,secundaria,no,351.0,si,no,celular,9,julio,175.0,1,-1.0,0,desconocido,no
51,independiente,casado,secundaria,no,-201.0,no,si,celular,9,julio,153.0,2,-1.0,0,desconocido,no
50,servicios,casado,secundaria,no,1572.0,si,no,celular,9,julio,185.0,1,-1.0,0,desconocido,no
59,independiente,casado,secundaria,no,170.0,no,no,celular,9,julio,62.0,1,-1.0,0,desconocido,no
44,tecnico,casado,secundaria,no,266.0,si,no,celular,9,julio,72.0,1,-1.0,0,desconocido,no
49,,casado,secundaria,no,167.0,no,si,celular,9,julio,51.0,1,-1.0,0,desconocido,no
26,servicios,casado,secundaria,no,25.0,no,no,celular,9,julio,94.0,1,-1.0,0,desconocido,no
45,obrero,soltero,secundaria,no,-100.0,si,no,celular,9,julio,93.0,1,-1.0,0,desconocido,no
34,empleada_hogar,casado,primaria,no,-1.0,si,no,celular,9,julio,272.0,1,-1.0,0,desconocido,no
34,obrero,divorciado,secundaria,no,-154.0,no,no,celular,9,julio,295.0,1,-1.0,0,desconocido,no
50,independiente,casado,secundaria,no,38.0,si,no,celular,9,julio,42.0,1,-1.0,0,desconocido,no
36,,soltero,secundaria,no,281.0,no,no,celular,9,julio,225.0,2,-1.0,0,desconocido,no
30,gerencia,casado,superior,no,0.0,si,no,celular,9,julio,127.0,1,-1.0,0,desconocido,no
54,servicios,casado,secundaria,no,-22.0,no,si,celular,9,julio,85.0,1,-1.0,0,desconocido,no
44,gerencia,casado,secundaria,no,438.0,si,no,telefono_fijo,9,julio,42.0,1,-1.0,0,desconocido,no
45,tecnico,casado,secundaria,no,2020.0,si,no,celular,9,julio,55.0,1,-1.0,0,desconocido,no
59,gerencia,divorciado,primaria,no,133.0,si,no,celular,9,julio,206.0,1,-1.0,0,desconocido,no
40,obrero,casado,primaria,no,665.0,si,no,celular,9,julio,781.0,1,-1.0,0,desconocido,si
45,tecnico,casado,secundaria,no,0.0,no,no,celular,9,julio,113.0,2,-1.0,0,desconocido,no
59,desempleado,casado,superior,no,6.0,si,no,celular,9,julio,275.0,1,-1.0,0,desconocido,no
56,tecnico,casado,superior,no,787.0,no,si,celular,9,julio,92.0,1,-1.0,0,desconocido,no
40,gerencia,soltero,superior,no,1247.0,si,no,celular,9,julio,157.0,1,-1.0,0,desconocido,no
45,servicios,divorciado,secundaria,no,5758.0,si,no,telefono_fijo,9,julio,16.0,1,-1.0,0,desconocido,no
53,tecnico,soltero,secundaria,no,-165.0,si,no,celular,9,julio,89.0,1,-1.0,0,desconocido,no
53,obrero,casado,secundaria,no,-626.0,si,no,celular,9,julio,205.0,1,-1.0,0,desconocido,no
33,servicios,casado,secundaria,no,0.0,no,no,celular,9,julio,128.0,1,-1.0,0,desconocido,no
30,gerencia,soltero,secundaria,no,1090.0,si,no,celular,9,julio,65.0,1,-1.0,0,desconocido,no
35,tecnico,casado,secundaria,no,2355.0,si,no,celular,9,julio,515.0,1,-1.0,0,desconocido,no
27,servicios,soltero,secundaria,no,387.0,no,si,celular,9,julio,194.0,1,-1.0,0,desconocido,no
60,jubilado,casado,primaria,no,838.0,no,no,celular,9,julio,147.0,1,-1.0,0,desconocido,no
35,,casado,secundaria,no,1.0,si,no,celular,9,julio,112.0,1,-1.0,0,desconocido,no
33,gerencia,soltero,superior,no,191.0,no,si,telefono_fijo,9,julio,25.0,1,-1.0,0,desconocido,no
45,obrero,casado,secundaria,no,4855.0,si,no,celular,9,julio,285.0,1,-1.0,0,desconocido,no
42,independiente,casado,secundaria,no,634.0,si,no,celular,9,julio,61.0,1,-1.0,0,desconocido,no
31,gerencia,casado,superior,no,272.0,si,no,celular,9,julio,174.0,1,-1.0,0,desconocido,no
51,emprendedor,casado,superior,no,-267.0,si,no,celular,9,julio,42.0,1,-1.0,0,desconocido,no
52,obrero,casado,desconocido,no,0.0,si,no,celular,9,julio,1486.0,1,-1.0,0,desconocido,si
34,obrero,soltero,secundaria,no,0.0,si,no,celular,9,julio,130.0,1,-1.0,0,desconocido,no
56,jubilado,casado,superior,no,24.0,no,si,celular,9,julio,44.0,1,-1.0,0,desconocido,no
40,,casado,secundaria,no,0.0,si,si,celular,9,julio,145.0,1,-1.0,0,desconocido,no
43,obrero,casado,secundaria,no,173.0,no,si,telefono_fijo,9,julio,238.0,8,-1.0,0,desconocido,no
44,gerencia,soltero,superior,no,1206.0,no,no,celular,9,julio,160.0,2,-1.0,0,desconocido,no
37,,casado,primaria,no,214.0,si,no,celular,9,julio,645.0,1,-1.0,0,desconocido,si
36,tecnico,casado,superior,no,3043.0,si,no,celular,9,julio,254.0,1,-1.0,0,desconocido,no
43,obrero,soltero,primaria,no,0.0,no,no,celular,9,julio,1242.0,1,-1.0,0,desconocido,si
58,emprendedor,casado,superior,no,776.0,si,no,telefono_fijo,9,julio,990.0,1,-1.0,0,desconocido,si
37,empleada_hogar,casado,superior,no,8.0,si,no,celular,9,julio,64.0,1,-1.0,0,desconocido,no
31,gerencia,soltero,desconocido,no,1023.0,no,si,celular,9,julio,219.0,1,-1.0,0,desconocido,no
55,obrero,casado,primaria,no,283.0,no,si,celular,9,julio,115.0,1,-1.0,0,desconocido,no
47,obrero,casado,secundaria,no,690.0,si,no,celular,9,julio,113.0,1,-1.0,0,desconocido,no
53,empleada_hogar,casado,primaria,no,-286.0,si,no,celular,9,julio,126.0,1,-1.0,0,desconocido,no
41,servicios,divorciado,superior,no,1583.0,si,no,celular,9,julio,662.0,1,-1.0,0,desconocido,si
49,obrero,casado,secundaria,no,0.0,no,si,celular,9,julio,625.0,1,-1.0,0,desconocido,si
40,,divorciado,secundaria,no,4.0,si,no,celular,9,julio,189.0,1,-1.0,0,desconocido,no
43,gerencia,soltero,superior,no,-2.0,no,si,celular,9,julio,124.0,1,-1.0,0,desconocido,no
41,,casado,primaria,no,4488.0,si,no,celular,9,julio,321.0,1,-1.0,0,desconocido,no
30,servicios,soltero,primaria,no,6.0,si,si,celular,9,julio,102.0,1,-1.0,0,desconocido,no
36,tecnico,casado,secundaria,no,264.0,si,si,celular,9,julio,482.0,1,-1.0,0,desconocido,no
43,tecnico,casado,secundaria,no,-754.0,si,si,celular,9,julio,727.0,3,-1.0,0,desconocido,si
28,servicios,soltero,secundaria,no,1950.0,no,no,celular,9,julio,147.0,1,-1.0,0,desconocido,no
35,empleada_hogar,casado,primaria,no,218.0,si,no,celular,9,julio,127.0,1,-1.0,0,desconocido,no
36,,soltero,secundaria,no,47.0,no,si,celular,9,julio,36.0,6,-1.0,0,desconocido,no
44,gerencia,casado,superior,no,368.0,no,no,celular,9,julio,73.0,3,-1.0,0,desconocido,no
43,gerencia,divorciado,superior,no,-410.0,no,si,celular,9,julio,189.0,1,-1.0,0,desconocido,no
34,,casado,secundaria,no,0.0,si,si,celular,9,julio,127.0,1,-1.0,0,desconocido,no
54,independiente,casado,primaria,no,0.0,no,si,telefono_fijo,9,julio,130.0,2,-1.0,0,desconocido,no
60,obrero,casado,secundaria,no,19447.0,si,no,telefono_fijo,9,julio,196.0,1,-1.0,0,desconocido,no
39,obrero,casado,secundaria,no,1045.0,si,si,celular,9,julio,290.0,13,-1.0,0,desconocido,no
48,tecnico,casado,secundaria,no,-205.0,si,si,celular,9,julio,112.0,1,-1.0,0,desconocido,no
46,independiente,casado,superior,no,917.0,no,no,celular,9,julio,389.0,5,-1.0,0,desconocido,no
33,gerencia,casado,superior,no,0.0,si,no,celular,9,julio,310.0,1,-1.0,0,desconocido,no
41,gerencia,soltero,superior,no,-426.0,si,no,celular,9,julio,294.0,1,-1.0,0,desconocido,no
59,jubilado,casado,desconocido,si,-114.0,no,si,celular,9,julio,611.0,2,-1.0,0,desconocido,no
34,tecnico,casado,secundaria,no,0.0,no,si,celular,9,julio,62.0,1,-1.0,0,desconocido,no
29,tecnico,casado,secundaria,no,492.0,si,no,celular,9,julio,259.0,1,-1.0,0,desconocido,no
25,estudiante,casado,superior,no,0.0,si,no,celular,9,julio,160.0,1,-1.0,0,desconocido,no
40,,casado,secundaria,no,-253.0,si,no,celular,9,julio,177.0,1,-1.0,0,desconocido,no
35,gerencia,casado,superior,no,2682.0,si,no,celular,9,julio,156.0,1,-1.0,0,desconocido,no
28,independiente,soltero,secundaria,no,241.0,si,no,celular,9,julio,275.0,1,-1.0,0,desconocido,no
39,gerencia,soltero,superior,no,416.0,no,no,celular,9,julio,427.0,1,-1.0,0,desconocido,no
57,servicios,casado,secundaria,no,140.0,si,no,celular,9,julio,143.0,1,-1.0,0,desconocido,no
44,tecnico,casado,secundaria,no,381.0,si,no,celular,9,julio,92.0,1,-1.0,0,desconocido,no
53,tecnico,divorciado,secundaria,no,320.0,no,no,celular,9,julio,175.0,1,-1.0,0,desconocido,no
45,gerencia,casado,superior,no,4693.0,no,si,celular,9,julio,148.0,2,-1.0,0,desconocido,no
37,gerencia,casado,desconocido,no,247.0,no,no,celular,9,julio,366.0,1,-1.0,0,desconocido,no
31,servicios,divorciado,desconocido,no,0.0,no,si,celular,9,julio,138.0,1,-1.0,0,desconocido,no
42,empleada_hogar,casado,secundaria,no,808.0,si,no,celular,9,julio,121.0,1,-1.0,0,desconocido,no
60,empleada_hogar,casado,secundaria,no,681.0,no,si,celular,9,julio,337.0,1,-1.0,0,desconocido,no
31,,soltero,secundaria,no,1.0,no,no,celular,9,julio,236.0,1,-1.0,0,desconocido,no
43,jubilado,soltero,primaria,no,140.0,no,si,telefono_fijo,9,julio,52.0,1,-1.0,0,desconocido,no
48,tecnico,casado,primaria,no,788.0,no,no,telefono_fijo,9,julio,36.0,2,-1.0,0,desconocido,no
35,gerencia,soltero,desconocido,no,2361.0,no,no,celular,9,julio,90.0,10,-1.0,0,desconocido,no
29,,divorciado,superior,si,0.0,no,si,celular,9,julio,426.0,3,-1.0,0,desconocido,si
44,emprendedor,casado,superior,no,1808.0,si,no,celular,9,julio,127.0,1,-1.0,0,desconocido,no
54,gerencia,casado,primaria,no,621.0,no,si,celular,9,julio,180.0,1,-1.0,0,desconocido,no
57,jubilado,soltero,secundaria,no,976.0,si,no,celular,9,julio,98.0,1,-1.0,0,desconocido,no
55,jubilado,casado,superior,no,101.0,si,no,celular,9,julio,111.0,1,-1.0,0,desconocido,no
37,obrero,casado,desconocido,no,0.0,si,no,celular,9,julio,90.0,1,-1.0,0,desconocido,no
41,emprendedor,casado,secundaria,no,557.0,no,si,celular,9,julio,72.0,1,-1.0,0,desconocido,no
45,tecnico,casado,secundaria,no,1028.0,si,no,celular,9,julio,113.0,1,-1.0,0,desconocido,no
57,tecnico,casado,secundaria,no,323.0,si,no,telefono_fijo,9,julio,54.0,1,-1.0,0,desconocido,no
35,gerencia,divorciado,superior,no,6997.0,si,no,celular,9,julio,1121.0,1,-1.0,0,desconocido,si
42,emprendedor,casado,superior,no,0.0,no,no,celular,9,julio,236.0,1,-1.0,0,desconocido,no
52,gerencia,casado,primaria,no,324.0,no,no,celular,9,julio,81.0,1,-1.0,0,desconocido,no
34,tecnico,casado,secundaria,no,0.0,no,no,celular,9,julio,628.0,1,-1.0,0,desconocido,no
43,obrero,divorciado,primaria,no,75.0,si,no,celular,9,julio,118.0,1,-1.0,0,desconocido,no
60,jubilado,casado,desconocido,no,2150.0,si,si,celular,9,julio,119.0,1,-1.0,0,desconocido,no
57,independiente,casado,secundaria,no,65.0,no,si,celular,9,julio,171.0,1,-1.0,0,desconocido,no
32,empleada_hogar,casado,secundaria,no,216.0,no,si,celular,9,julio,71.0,6,-1.0,0,desconocido,no
34,emprendedor,casado,superior,no,475.0,si,si,celular,9,julio,1156.0,1,-1.0,0,desconocido,no
44,obrero,soltero,primaria,no,142.0,si,no,celular,9,julio,668.0,1,-1.0,0,desconocido,no
31,gerencia,soltero,superior,no,933.0,si,no,celular,9,julio,134.0,1,-1.0,0,desconocido,no
35,independiente,casado,secundaria,no,734.0,no,si,celular,9,julio,128.0,2,-1.0,0,desconocido,no
28,tecnico,soltero,secundaria,no,441.0,no,si,celular,9,julio,171.0,2,-1.0,0,desconocido,no
41,empleada_hogar,soltero,secundaria,no,231.0,no,no,celular,9,julio,76.0,2,-1.0,0,desconocido,no
45,,casado,secundaria,no,335.0,no,no,celular,9,julio,89.0,3,-1.0,0,desconocido,no
35,obrero,casado,secundaria,no,0.0,si,no,celular,9,julio,277.0,1,-1.0,0,desconocido,no
46,tecnico,casado,secundaria,si,4.0,no,si,celular,9,julio,78.0,1,-1.0,0,desconocido,no
28,,soltero,secundaria,no,404.0,no,si,celular,9,julio,188.0,1,-1.0,0,desconocido,no
39,servicios,divorciado,secundaria,no,687.0,si,no,celular,9,julio,869.0,1,-1.0,0,desconocido,si
52,gerencia,casado,superior,no,0.0,si,no,celular,9,julio,197.0,1,-1.0,0,desconocido,no
33,servicios,casado,secundaria,no,-384.0,si,no,celular,9,julio,125.0,1,-1.0,0,desconocido,no
54,obrero,divorciado,primaria,no,-182.0,no,no,celular,9,julio,98.0,1,-1.0,0,desconocido,no
38,gerencia,casado,superior,si,327.0,si,si,celular,9,julio,556.0,5,-1.0,0,desconocido,si
39,obrero,casado,secundaria,no,750.0,si,si,celular,9,julio,175.0,1,-1.0,0,desconocido,no
39,tecnico,soltero,secundaria,no,4380.0,no,no,telefono_fijo,9,julio,87.0,8,-1.0,0,desconocido,no
49,tecnico,soltero,secundaria,no,-120.0,si,si,celular,9,julio,100.0,5,-1.0,0,desconocido,no
42,obrero,casado,secundaria,no,704.0,si,no,telefono_fijo,9,julio,31.0,1,-1.0,0,desconocido,no
39,servicios,divorciado,secundaria,no,-388.0,si,no,celular,9,julio,205.0,2,-1.0,0,desconocido,no
50,gerencia,casado,secundaria,no,1457.0,no,si,celular,9,julio,167.0,1,-1.0,0,desconocido,no
57,,casado,primaria,no,389.0,no,no,celular,9,julio,108.0,2,-1.0,0,desconocido,no
45,,casado,secundaria,no,1097.0,si,si,celular,9,julio,180.0,1,-1.0,0,desconocido,no
42,obrero,casado,secundaria,no,-422.0,no,no,celular,9,julio,31.0,1,-1.0,0,desconocido,no
56,obrero,casado,primaria,si,-160.0,no,no,celular,9,julio,96.0,2,-1.0,0,desconocido,no
59,obrero,casado,primaria,no,625.0,no,no,celular,9,julio,133.0,1,-1.0,0,desconocido,no
40,servicios,casado,secundaria,no,105.0,si,no,celular,9,julio,161.0,1,-1.0,0,desconocido,no
46,gerencia,casado,superior,no,375.0,no,no,celular,9,julio,130.0,1,-1.0,0,desconocido,no
56,jubilado,casado,primaria,no,122.0,no,si,celular,9,julio,145.0,1,-1.0,0,desconocido,no
37,independiente,casado,superior,no,1146.0,no,si,celular,9,julio,80.0,1,-1.0,0,desconocido,no
39,obrero,casado,primaria,no,3324.0,no,no,celular,9,julio,108.0,1,-1.0,0,desconocido,no
40,servicios,casado,secundaria,no,22.0,si,si,telefono_fijo,9,julio,145.0,2,-1.0,0,desconocido,no
48,,casado,secundaria,no,113.0,si,si,celular,9,julio,532.0,1,-1.0,0,desconocido,no
32,obrero,casado,primaria,no,187.0,no,no,celular,9,julio,91.0,1,-1.0,0,desconocido,no
42,obrero,casado,secundaria,no,380.0,si,no,celular,9,julio,124.0,2,-1.0,0,desconocido,no
33,emprendedor,casado,superior,no,127.0,no,si,celular,9,julio,279.0,1,-1.0,0,desconocido,no
35,obrero,soltero,secundaria,no,113.0,no,no,celular,9,julio,143.0,1,-1.0,0,desconocido,no
30,desempleado,casado,secundaria,no,1210.0,no,no,celular,9,julio,100.0,4,-1.0,0,desconocido,no
39,obrero,casado,secundaria,no,1751.0,no,no,celular,9,julio,178.0,2,-1.0,0,desconocido,no
52,,casado,secundaria,no,32.0,no,si,celular,9,julio,103.0,1,-1.0,0,desconocido,no
25,tecnico,soltero,secundaria,no,959.0,no,no,celular,9,julio,144.0,5,-1.0,0,desconocido,no
39,gerencia,casado,superior,no,1070.0,si,si,celular,9,julio,71.0,1,-1.0,0,desconocido,no
37,independiente,casado,superior,no,865.0,si,si,celular,9,julio,332.0,1,-1.0,0,desconocido,no
48,obrero,casado,secundaria,no,425.0,si,no,telefono_fijo,9,julio,693.0,2,-1.0,0,desconocido,no
43,gerencia,soltero,superior,no,3872.0,si,no,celular,9,julio,225.0,2,-1.0,0,desconocido,no
47,servicios,casado,secundaria,no,0.0,si,no,celular,9,julio,289.0,1,-1.0,0,desconocido,no
44,empleada_hogar,casado,primaria,no,0.0,si,no,telefono_fijo,9,julio,224.0,1,-1.0,0,desconocido,no
32,tecnico,casado,secundaria,no,68.0,si,no,celular,9,julio,224.0,1,-1.0,0,desconocido,no
